Accident_Index,Vehicle_Reference,Vehicle_Type,Towing_and_Articulation,Vehicle_Manoeuvre,Vehicle_Location-Restricted_Lane,Junction_Location,Skidding_and_Overturning,Hit_Object_in_Carriageway,Vehicle_Leaving_Carriageway,Hit_Object_off_Carriageway,1st_Point_of_Impact,Was_Vehicle_Left_Hand_Drive?,Journey_Purpose_of_Driver,Sex_of_Driver,Age_of_Driver,Age_Band_of_Driver,Engine_Capacity_(CC),Propulsion_Code,Age_of_Vehicle,Driver_IMD_Decile,Driver_Home_Area_Type,Vehicle_IMD_Decile
201522F502449,2,9,0,18,0,0,2,0,0,0,3,1,1,2,19,4,1398,2,8,-1,3,-1
201522F502449,3,9,0,13,0,0,1,0,0,0,0,1,6,2,52,8,1956,2,3,-1,3,-1
201522F502478,1,9,0,6,0,8,0,0,0,0,3,1,1,1,53,8,1968,2,5,-1,2,-1
201522F502478,2,9,0,18,0,8,0,0,0,0,1,1,1,1,40,7,1796,1,11,-1,2,-1
201522F502484,1,9,0,13,0,8,0,0,7,9,4,1,6,2,30,6,1229,1,1,-1,3,-1
201522F502484,2,19,0,9,0,5,0,0,0,0,3,1,1,1,40,7,1461,2,1,-1,-1,-1
201522F502498,1,9,0,9,0,6,0,0,0,0,3,1,6,1,62,9,1198,1,3,-1,-1,-1
201522F502498,2,9,0,18,0,8,0,0,0,0,1,1,6,2,43,7,1360,1,11,-1,3,-1
201522F502499,1,9,0,18,0,6,0,0,1,1,4,1,2,1,26,6,1956,2,4,-1,1,-1
201522F502499,2,9,0,18,0,8,0,0,0,0,1,1,2,1,40,7,1998,2,9,-1,-1,-1
201522F502500,1,9,0,18,0,3,1,10,1,4,1,1,2,2,61,9,973,1,13,-1,1,-1
201522F502507,1,9,0,9,0,5,0,10,0,0,1,1,6,1,18,4,1149,1,9,-1,3,-1
201522F502507,2,9,0,10,0,1,0,0,0,0,3,1,6,2,54,8,1798,1,10,-1,3,-1
201522F502523,1,1,0,18,0,8,0,0,0,0,3,1,6,1,85,11,-1,-1,-1,-1,2,-1
201522F502523,2,9,0,7,0,8,0,0,0,0,4,1,6,1,83,11,1956,2,3,-1,3,-1
201522F502545,1,19,0,16,0,8,1,0,7,0,4,1,1,1,64,9,2477,2,6,-1,3,-1
201522F502545,2,21,1,18,0,8,3,0,1,0,1,1,1,1,58,9,12777,2,8,-1,1,-1
201522F502550,1,9,0,18,0,0,0,0,0,0,3,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
201522F502550,2,19,0,18,0,0,0,0,0,0,3,1,6,1,24,5,1868,2,10,-1,1,-1
201522F502562,1,9,0,5,9,6,0,0,0,0,1,1,6,3,-1,-1,1586,1,5,-1,-1,-1
201522F502562,2,1,0,18,9,1,0,0,0,0,1,1,6,2,31,6,-1,-1,-1,-1,1,-1
201522F502596,1,9,0,16,0,0,1,10,7,10,1,1,6,1,22,5,1332,1,16,-1,2,-1
201522F502631,1,9,0,9,0,8,0,0,0,0,3,1,6,1,45,7,3222,2,10,-1,1,-1
201522F502631,2,5,0,18,0,3,0,0,0,0,4,1,6,1,43,7,800,1,4,-1,1,-1
201522F502662,1,9,0,18,0,2,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
201522F502671,1,9,0,17,0,0,0,0,0,0,1,1,6,2,27,6,1399,2,6,-1,1,-1
201522F502671,2,9,0,16,0,0,0,0,0,0,1,1,6,1,61,9,1968,2,1,-1,3,-1
201522F502671,3,9,0,16,0,0,0,0,0,0,1,1,6,1,70,10,1997,2,1,-1,3,-1
201522F502698,1,9,0,14,0,0,0,0,0,0,3,1,6,2,27,6,1388,1,11,-1,2,-1
201522F502715,1,9,0,9,0,5,0,0,0,0,4,1,1,1,57,9,2198,2,1,-1,3,-1
201522F502715,2,9,0,18,0,8,0,0,0,0,1,1,1,1,23,5,1984,1,8,-1,3,-1
201522F502740,1,2,0,9,0,8,0,0,3,10,1,1,6,2,61,9,49,1,8,-1,2,-1
201522F502742,1,5,0,18,0,5,1,0,0,0,3,1,2,1,51,8,2294,1,9,-1,-1,-1
201522F502808,1,5,0,16,0,0,1,0,0,0,1,1,6,1,27,6,600,1,11,-1,1,-1
201522F502808,2,20,0,17,0,0,2,0,1,0,1,1,6,2,32,6,3920,2,11,-1,3,-1
201522F502809,1,9,0,18,0,0,0,0,0,0,1,1,6,2,36,7,1582,2,6,-1,2,-1
201522F502809,2,9,0,18,0,0,0,0,0,0,2,1,6,1,48,8,2967,2,1,-1,-1,-1
201522F502812,1,9,0,9,0,6,0,0,0,0,3,1,2,1,37,7,1781,1,14,-1,3,-1
201522F502812,2,5,0,18,0,1,0,0,1,10,1,1,6,2,20,4,996,1,11,-1,3,-1
201522F502819,1,9,0,18,0,1,1,0,0,0,1,1,6,2,45,7,1995,2,6,-1,3,-1
201522F502823,1,9,0,13,0,8,0,0,0,0,4,1,6,2,49,8,1582,2,6,-1,1,-1
201522F502823,2,1,0,9,0,5,0,0,0,0,3,1,6,2,54,8,-1,-1,-1,-1,1,-1
201522F502824,1,9,0,5,0,4,0,0,0,0,1,1,6,2,53,8,1364,1,9,-1,1,-1
201522F502824,2,4,0,18,0,8,0,0,0,0,4,1,6,1,30,6,250,1,23,-1,3,-1
201522F502825,1,9,0,18,0,0,5,0,2,4,4,1,6,1,19,4,1596,1,15,-1,2,-1
201522F502832,1,9,0,16,0,0,5,0,2,0,1,1,6,1,17,4,1124,1,14,-1,3,-1
201522F502839,1,9,0,9,0,5,0,0,0,0,1,1,6,1,28,6,2987,2,8,-1,-1,-1
201522F502839,2,1,0,10,0,1,0,0,0,0,1,1,6,1,21,5,-1,-1,-1,-1,1,-1
201522F502845,1,9,0,4,0,0,0,0,0,0,1,1,6,2,41,7,1968,2,2,-1,3,-1
201522F502845,2,9,0,4,0,0,0,0,0,0,1,1,6,1,22,5,1396,1,15,-1,1,-1
201522F502857,1,9,0,16,0,0,2,0,8,0,3,1,2,2,18,4,1332,1,10,-1,-1,-1
201522F502870,1,20,0,17,0,0,0,0,0,0,3,1,1,1,47,8,5880,2,13,-1,3,-1
201522F502870,2,21,0,16,0,0,0,0,0,0,3,1,1,3,-1,-1,-1,-1,-1,-1,-1,-1
201522F502891,1,19,0,18,0,8,1,0,1,0,1,1,6,1,39,7,2464,2,7,-1,3,-1
201522F502891,2,9,0,10,0,8,0,0,0,0,2,1,6,1,32,6,1299,1,12,-1,-1,-1
201522F502891,3,19,0,18,0,8,0,0,0,0,1,1,6,1,63,9,2463,2,11,-1,-1,-1
201522F502927,1,9,0,16,0,0,2,0,8,10,1,1,6,1,32,6,1781,1,14,-1,3,-1
201522F502927,2,9,0,17,0,0,0,0,0,0,1,1,6,2,34,6,2967,2,6,-1,1,-1
201522F502934,1,9,0,1,0,2,0,4,0,0,1,1,6,1,85,11,1598,1,4,-1,1,-1
201522F502934,2,19,0,2,0,2,0,4,0,0,1,1,6,1,50,8,1995,2,2,-1,1,-1
201522F502934,3,19,0,2,0,2,0,4,0,0,1,1,6,3,42,7,1753,2,9,-1,-1,-1
201522F502934,4,9,0,2,0,2,0,4,0,0,1,1,6,2,57,9,1991,2,9,-1,1,-1
201522F502936,1,9,0,18,0,2,0,0,0,0,4,1,6,1,71,10,1968,2,2,-1,3,-1
201522F502951,1,19,0,9,0,5,0,0,0,0,1,1,1,1,53,8,1560,2,-1,-1,1,-1
201522F502951,2,9,0,18,0,1,0,0,0,0,1,1,6,1,45,7,1686,2,9,-1,2,-1
201522F502959,1,9,0,18,0,4,0,0,0,0,1,1,2,1,45,7,1497,1,14,-1,1,-1
201522F502959,2,9,0,18,0,8,0,0,0,0,4,1,2,1,32,6,-1,-1,-1,-1,1,-1
201522F502963,1,9,0,18,0,0,1,0,0,0,1,1,6,1,23,5,1364,1,10,-1,-1,-1
201522F502963,2,9,0,18,0,0,0,0,0,0,3,1,6,2,22,5,1360,1,9,-1,3,-1
201522F502963,3,9,0,18,0,0,0,0,0,0,1,1,6,1,52,8,1560,2,7,-1,-1,-1
201522F502964,1,10,0,1,0,0,0,0,0,0,2,1,1,1,37,7,2143,2,3,-1,3,-1
201522F502964,2,17,4,18,0,0,0,0,0,0,0,1,1,1,24,5,-1,-1,-1,-1,3,-1
201522F502964,3,5,0,4,0,0,0,0,0,0,1,1,6,1,49,8,955,1,16,-1,3,-1
201522F502970,1,9,0,18,0,6,0,0,0,0,1,1,6,1,25,5,1124,1,16,-1,-1,-1
201522F502970,2,9,0,9,0,6,0,0,0,0,2,1,6,1,33,6,1796,1,10,-1,2,-1
201522F502972,1,9,0,9,0,6,0,0,0,0,3,1,2,2,57,9,1984,1,15,-1,1,-1
201522F502972,2,3,0,18,0,8,1,0,0,0,1,1,6,1,39,7,124,1,8,-1,1,-1
201522F502976,1,21,0,18,0,0,0,0,0,0,2,1,1,1,47,8,12777,2,1,-1,-1,-1
201522F502976,2,20,0,18,0,0,0,0,0,0,1,1,1,1,44,7,-1,-1,-1,-1,1,-1
201522F502978,1,19,0,18,0,1,0,0,0,0,1,1,1,1,38,7,-1,-1,-1,-1,3,-1
201522F502978,2,9,0,3,0,1,0,0,0,0,2,1,6,1,37,7,1598,1,8,-1,1,-1
201522F502978,3,19,0,3,0,1,0,0,0,0,2,1,1,1,45,7,-1,-1,-1,-1,1,-1
201522F502981,1,9,0,18,0,1,0,0,0,0,1,1,6,1,65,9,1461,2,6,-1,2,-1
201522F502981,2,9,0,3,0,1,0,0,0,0,2,1,6,1,59,9,1956,2,2,-1,1,-1
201522F502984,1,9,0,16,0,0,0,6,0,0,1,1,6,1,30,6,1896,2,13,-1,2,-1
201522F502986,1,3,0,18,0,0,0,0,0,0,1,1,6,1,35,6,125,1,1,-1,2,-1
201522F502986,2,9,0,4,0,0,0,0,0,0,2,1,6,1,31,6,1753,2,8,-1,1,-1
201522F503010,1,3,0,18,0,0,1,0,0,0,1,1,6,1,16,4,125,1,10,-1,1,-1
201522F503010,2,19,0,4,0,0,0,0,0,0,2,1,6,2,33,6,-1,-1,-1,-1,3,-1
201522F503025,1,9,0,16,0,0,5,0,8,10,1,1,6,2,24,5,998,1,3,-1,3,-1
201522F503033,1,9,0,16,0,0,2,0,0,0,1,1,6,2,37,7,1598,1,14,-1,1,-1
201522F503033,2,9,0,18,0,0,0,0,7,9,3,1,6,2,73,10,1360,1,8,-1,3,-1
201522F503039,1,19,0,18,0,8,0,0,0,0,1,1,6,1,29,6,2461,2,7,-1,3,-1
201522F503039,2,9,0,10,0,8,0,0,0,0,2,1,3,2,28,6,1390,1,13,-1,2,-1
201522F503050,1,1,0,18,9,0,0,0,0,0,1,1,6,2,13,3,-1,-1,-1,-1,-1,-1
201522F503070,1,90,0,17,9,0,0,0,0,0,1,1,6,1,86,11,-1,-1,-1,-1,2,-1
201522F503080,1,9,0,16,0,0,0,0,0,0,3,1,6,1,45,7,-1,-1,-1,-1,-1,-1
201522F503080,2,9,0,17,0,0,0,0,0,0,3,1,6,1,69,10,3200,2,11,-1,3,-1
201522F503134,1,17,0,5,0,6,0,0,0,0,1,1,1,1,16,4,3620,2,1,-1,-1,-1
201522F503134,2,19,0,18,0,8,0,0,0,0,3,1,1,1,44,7,2198,2,7,-1,2,-1
201522F503150,1,9,0,9,0,6,0,0,0,0,1,1,6,1,25,5,1998,1,12,-1,-1,-1
201522F503150,2,9,0,17,0,8,0,0,1,10,1,1,6,2,51,8,-1,-1,-1,-1,1,-1
201522F503159,1,9,0,2,0,0,0,0,0,0,2,1,6,2,70,10,1560,2,8,-1,2,-1
201522F503210,1,9,0,17,0,0,1,10,1,2,1,1,6,2,28,6,1598,1,12,-1,1,-1
201522F503212,1,9,0,5,0,4,0,0,0,0,1,1,6,1,68,10,2198,1,12,-1,3,-1
201522F503212,2,1,0,18,0,8,0,0,0,0,2,1,6,1,49,8,-1,-1,-1,-1,2,-1
201522F503213,1,9,0,9,0,6,0,0,0,0,3,1,6,1,24,5,1199,1,12,-1,1,-1
201522F503213,2,1,0,18,0,8,0,0,0,0,1,1,2,1,55,8,-1,-1,-1,-1,1,-1
201522F503220,1,9,0,18,0,0,0,0,0,0,1,1,6,1,74,10,2435,1,16,-1,2,-1
201522F503220,2,9,0,3,0,0,0,0,0,0,2,1,6,1,21,5,-1,-1,-1,-1,3,-1
201522F503243,1,1,0,4,0,0,0,0,0,0,2,1,6,1,44,7,-1,-1,-1,-1,1,-1
201522F503243,2,1,0,4,0,0,0,0,0,0,1,1,6,1,52,8,-1,-1,-1,-1,1,-1
201522F503251,1,9,0,9,0,5,0,0,0,0,1,1,6,1,63,9,1242,1,8,-1,3,-1
201522F503251,2,21,1,18,0,8,1,0,0,0,1,1,1,1,65,9,12900,2,3,-1,2,-1
201522F503251,3,9,0,10,0,8,0,0,0,0,3,1,6,2,55,8,1398,2,13,-1,3,-1
201522F503255,1,9,0,17,0,0,1,0,0,0,1,1,2,2,50,8,-1,-1,-1,-1,2,-1
201522F503255,2,9,0,16,0,0,0,0,1,10,1,1,6,1,24,5,1242,1,1,-1,2,-1
201522F503256,1,9,0,18,0,0,1,0,0,0,1,1,2,2,23,5,1910,2,10,-1,2,-1
201522F503256,2,9,0,3,0,0,0,0,0,0,2,1,2,2,46,8,1598,1,6,-1,2,-1
201522F503273,1,9,0,17,0,8,1,0,0,0,3,1,2,1,18,4,1199,1,16,-1,3,-1
201522F503273,2,9,0,16,0,8,0,0,0,0,3,1,2,1,46,8,1582,2,4,-1,-1,-1
201522F503282,1,19,0,16,0,0,0,0,0,0,1,1,1,1,39,7,2143,2,1,-1,1,-1
201522F503282,2,17,5,17,0,0,0,0,0,0,3,1,1,2,21,5,6728,2,5,-1,3,-1
201522F503283,1,5,0,13,0,8,0,0,0,0,4,1,6,1,67,10,998,1,7,-1,-1,-1
201522F503283,2,9,0,5,0,4,0,0,0,0,1,1,6,1,23,5,1800,1,11,-1,2,-1
201522F503283,3,9,0,9,0,4,0,0,0,0,0,1,1,1,44,7,2993,2,3,-1,-1,-1
201522F503287,1,19,0,4,0,0,0,0,0,0,4,1,1,1,59,9,2477,2,8,-1,1,-1
201522F503287,2,1,0,15,0,0,0,10,1,0,3,1,6,1,41,7,-1,-1,-1,-1,1,-1
201522F503291,1,9,0,13,0,0,0,0,0,0,4,1,6,1,24,5,-1,-1,-1,-1,-1,-1
201522F503291,2,1,0,18,0,0,0,0,0,0,3,1,6,1,59,9,-1,-1,-1,-1,1,-1
201522F503303,1,9,0,13,0,3,1,0,4,6,1,1,6,2,70,10,3800,1,17,-1,1,-1
201522F503311,1,9,0,18,0,0,0,0,0,0,3,1,6,1,72,10,1388,1,12,-1,1,-1
201522F503311,2,9,0,18,0,0,0,0,0,0,3,1,6,2,34,6,1329,1,-1,-1,1,-1
201522F503312,1,9,0,17,0,8,0,0,0,0,2,1,1,1,38,7,1753,2,8,-1,2,-1
201522F503312,2,5,0,18,0,4,0,0,0,0,1,1,6,1,52,8,998,1,7,-1,2,-1
201522F503313,1,9,0,16,0,0,2,7,1,0,1,1,6,1,21,5,1124,1,17,-1,1,-1
201522F503326,1,9,0,9,0,5,0,0,0,0,4,1,2,1,20,4,1364,1,9,-1,3,-1
201522F503326,2,9,0,18,0,8,1,0,0,0,1,1,6,1,37,7,803,1,-1,-1,1,-1
201522F503331,1,9,0,5,0,4,0,0,0,0,1,1,6,2,70,10,995,1,6,-1,1,-1
201522F503331,2,1,0,9,0,3,0,0,0,0,2,1,6,2,50,8,-1,-1,-1,-1,2,-1
201522F503332,1,5,0,13,0,0,1,0,0,0,4,1,2,1,49,8,1137,1,10,-1,3,-1
201522F503338,1,9,0,18,0,4,0,0,0,0,1,1,6,2,51,8,1598,1,8,-1,-1,-1
201522F503338,2,1,0,18,0,8,0,0,0,0,4,1,6,1,53,8,-1,-1,-1,-1,1,-1
201522F503339,1,9,0,4,0,0,1,0,0,0,2,1,2,2,36,7,1368,1,11,-1,1,-1
201522F503339,2,9,0,18,0,0,1,0,0,0,1,1,1,1,47,8,-1,-1,-1,-1,1,-1
201522F503358,1,5,0,16,0,2,0,0,0,0,1,1,6,1,53,8,1340,1,5,-1,-1,-1
201522F503358,2,9,0,17,0,1,0,0,1,0,1,1,6,1,47,8,1598,2,-1,-1,2,-1
201522F503367,1,9,0,18,0,0,0,12,0,0,1,1,6,1,69,10,1870,2,13,-1,1,-1
201522F503384,1,9,0,18,0,0,0,0,0,0,3,1,6,2,50,8,1598,1,7,-1,1,-1
201522F503384,2,9,0,18,0,0,0,0,0,0,3,1,6,1,63,9,1596,1,6,-1,2,-1
201522F503386,1,9,0,17,0,0,0,0,1,1,4,1,6,1,19,4,1242,1,15,-1,3,-1
201522F503395,1,9,0,5,8,0,0,0,0,0,1,1,6,1,68,10,1388,1,11,-1,1,-1
201522F503395,2,9,0,17,0,0,0,0,7,9,1,1,6,1,78,11,1598,1,6,-1,1,-1
201522F503399,1,19,0,18,0,8,0,0,0,0,3,1,6,1,24,5,1995,2,3,-1,2,-1
201522F503400,1,19,0,18,0,0,0,0,0,0,1,1,1,1,34,6,2198,2,4,-1,1,-1
201522F503400,2,9,0,4,0,0,0,4,0,0,2,1,1,1,24,5,-1,-1,-1,-1,-1,-1
201522F503400,3,21,1,2,0,0,0,0,0,0,2,1,1,1,52,8,11705,2,9,-1,2,-1
201522F503403,1,9,0,5,0,6,0,0,0,0,1,1,6,3,-1,-1,1364,2,9,-1,-1,-1
201522F503403,2,9,0,18,0,8,5,0,5,6,4,1,2,1,47,8,1388,1,6,-1,3,-1
201522F503407,1,19,0,3,0,0,0,0,0,0,2,1,2,1,29,6,2402,2,9,-1,1,-1
201522F503407,2,1,0,18,0,0,0,0,0,0,1,1,2,1,21,5,-1,-1,-1,-1,-1,-1
201522F503415,1,9,0,17,0,0,0,0,1,0,1,1,6,1,20,4,1994,2,12,-1,2,-1
201522F503415,2,11,0,16,0,0,0,0,1,10,1,1,1,1,33,6,4250,2,12,-1,3,-1
201522F503419,1,9,0,5,0,6,0,0,0,0,1,1,6,1,89,11,1339,1,-1,-1,3,-1
201522F503419,2,9,0,18,0,8,0,0,0,0,4,1,6,2,47,8,2000,2,11,-1,1,-1
201522F503424,1,9,0,18,0,8,1,0,7,10,1,1,6,1,54,8,2143,2,1,-1,3,-1
201522F503424,2,9,0,9,0,5,0,0,0,0,1,1,6,1,47,8,1598,2,-1,-1,3,-1
201522F503431,1,1,0,9,0,5,0,0,0,0,1,1,6,2,13,3,-1,-1,-1,-1,2,-1
201522F503431,2,9,0,7,0,6,0,0,0,0,4,1,6,1,43,7,2184,2,10,-1,3,-1
201522F503432,1,9,0,18,0,0,0,0,0,0,1,1,6,1,27,6,1598,2,1,-1,3,-1
201522F503432,2,9,0,18,0,0,0,0,1,4,2,1,6,1,73,10,1242,1,6,-1,-1,-1
201522F503446,1,9,0,18,0,2,0,0,0,0,1,1,6,2,53,8,2497,2,9,-1,1,-1
201522F503460,1,9,0,6,0,0,0,0,0,0,1,1,6,1,61,9,1984,1,1,-1,1,-1
201522F503460,2,19,0,6,0,0,0,0,0,0,1,1,6,1,29,6,1998,2,13,-1,2,-1
201522F503462,1,9,0,9,0,6,0,0,0,0,1,1,6,2,31,6,1870,2,12,-1,-1,-1
201522F503462,2,19,0,18,0,8,1,0,7,1,1,1,6,1,30,6,2198,2,2,-1,1,-1
201522F503464,1,9,0,4,0,4,1,10,0,10,1,1,6,1,23,5,1796,1,15,-1,1,-1
201522F503468,1,9,0,10,0,8,0,0,0,0,2,1,6,1,50,8,1997,2,9,-1,2,-1
201522F503468,2,9,0,5,0,8,0,0,0,0,1,1,1,1,26,6,-1,-1,-1,-1,2,-1
201522F503499,1,90,0,18,0,8,0,0,0,0,3,1,6,1,86,11,-1,-1,-1,-1,-1,-1
201522F503499,2,9,0,18,0,8,0,0,0,0,1,1,6,1,60,9,1248,1,4,-1,1,-1
201522F503505,1,9,0,18,0,0,1,0,4,6,4,1,1,1,68,10,1796,1,14,-1,3,-1
201522F503523,1,9,0,18,0,0,0,0,0,0,1,1,6,2,52,8,1598,1,2,-1,2,-1
201522F503523,2,21,0,18,0,0,0,10,1,0,1,1,1,1,51,8,12913,2,8,-1,2,-1
201522F503523,3,9,0,18,0,0,0,0,0,0,1,1,6,1,51,8,1995,2,7,-1,3,-1
201522F503525,1,9,0,10,0,8,0,0,0,0,2,1,6,1,49,8,1598,1,14,-1,3,-1
201522F503525,2,9,0,17,0,8,0,0,0,0,1,1,6,1,80,11,-1,-1,-1,-1,3,-1
201522F503532,1,17,4,17,0,3,0,10,1,10,4,1,1,1,18,4,6788,2,4,-1,2,-1
201522F503533,1,3,0,17,0,0,0,10,1,10,1,1,6,1,19,4,125,1,1,-1,1,-1
201522F503534,1,9,0,17,0,0,1,0,1,9,1,1,2,1,58,9,1796,1,8,-1,-1,-1
201522F503539,1,9,0,18,0,0,0,0,8,10,1,1,6,1,18,4,1242,1,4,-1,3,-1
201522F503539,2,9,0,18,0,0,0,0,0,0,3,1,6,1,51,8,1399,1,12,-1,1,-1
201522F503539,3,9,0,18,0,0,0,0,0,0,3,1,6,1,57,9,2402,2,6,-1,2,-1
201522F503541,1,9,0,9,0,6,0,0,0,0,1,1,6,1,38,7,1991,2,9,-1,1,-1
201522F503541,2,9,0,18,0,8,0,0,0,0,1,1,6,2,71,10,2188,2,13,-1,1,-1
201522F503541,3,19,0,18,0,8,0,0,0,0,1,1,2,1,43,7,1560,2,1,-1,1,-1
201522F503543,1,9,0,9,0,5,0,0,0,0,3,1,6,2,58,9,1995,2,10,-1,1,-1
201522F503543,2,9,0,18,0,8,0,0,0,0,1,1,6,2,48,8,1598,1,14,-1,2,-1
201522F503561,1,9,0,18,0,0,0,0,0,0,1,1,2,2,20,4,1248,2,7,-1,-1,-1
201522F503561,2,9,0,18,0,0,0,0,0,0,3,1,2,1,17,4,998,1,4,-1,3,-1
201522F503582,1,5,0,18,0,0,1,0,0,0,3,1,6,1,68,10,800,1,4,-1,1,-1
201522F503582,2,8,0,18,0,0,0,0,0,0,0,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
201522F503588,1,1,0,17,0,1,1,0,0,0,1,1,6,1,15,3,-1,-1,-1,-1,2,-1
201522F503588,2,9,0,16,0,2,0,0,0,0,1,1,6,2,27,6,1198,1,9,-1,-1,-1
201522F503616,1,17,0,18,0,0,0,0,0,0,0,1,1,3,-1,-1,-1,-1,-1,-1,-1,-1
201522F503616,2,9,0,13,0,0,0,11,0,0,4,1,6,2,54,8,1956,2,-1,-1,1,-1
201522F503626,1,5,0,13,0,8,0,0,0,0,1,1,6,1,64,9,988,1,11,-1,3,-1
201522F503626,2,9,0,9,0,5,0,0,0,0,3,1,6,2,34,6,1124,1,15,-1,3,-1
201522F503630,1,9,0,8,0,1,0,0,0,0,2,1,6,2,58,9,1388,1,17,-1,3,-1
201522F503630,2,9,0,4,0,1,0,0,0,0,1,1,6,1,42,7,2179,2,8,-1,2,-1
201522F503631,1,9,0,17,0,8,0,0,0,0,4,1,6,1,21,5,1398,1,4,-1,-1,-1
201522F503631,2,9,0,9,0,6,0,0,0,0,1,1,6,2,47,8,1248,2,5,-1,3,-1
201522F503714,1,9,0,16,0,0,2,0,2,0,1,1,1,1,36,7,1364,1,8,-1,1,-1
201522F503714,2,9,0,17,0,0,0,0,0,0,1,1,6,1,79,11,1560,2,5,-1,3,-1
201522F503732,1,9,0,17,0,0,5,0,0,0,1,1,6,1,19,4,1229,1,1,-1,1,-1
201522F503732,2,9,0,16,0,0,0,0,0,0,1,1,6,2,34,6,1242,1,1,-1,3,-1
201522F503742,1,9,0,18,0,0,1,0,0,0,1,1,1,1,19,4,1896,2,13,-1,1,-1
201522F503742,2,9,0,3,0,0,0,0,0,0,2,1,1,1,37,7,2495,1,9,-1,1,-1
201522F503742,3,9,0,3,0,0,0,0,0,0,2,1,1,1,46,8,2198,2,6,-1,1,-1
201522F503742,4,9,0,3,0,0,0,0,0,0,2,1,1,1,23,5,1995,2,2,-1,1,-1
201522F503742,5,9,0,3,0,0,0,0,0,0,2,1,1,1,44,7,1598,1,2,-1,1,-1
201522F503777,1,4,0,18,0,0,0,0,2,0,4,1,2,2,18,4,125,1,11,-1,2,-1
201522F503786,1,3,0,13,0,8,0,0,0,0,1,1,6,1,24,5,125,1,2,-1,1,-1
201522F503786,2,9,0,9,0,6,0,0,0,0,3,1,6,1,59,9,996,1,1,-1,3,-1
201522F503786,3,11,0,4,0,8,0,0,0,0,0,1,1,1,33,6,4250,2,9,-1,1,-1
201522F503792,1,9,0,18,0,4,0,0,0,0,1,1,6,1,26,6,1598,1,13,-1,-1,-1
201522F503792,2,2,0,18,0,8,0,0,0,0,2,1,6,2,17,4,49,1,9,-1,3,-1
201522F503796,1,9,0,18,0,0,0,0,0,0,1,1,6,1,25,5,1368,1,5,-1,2,-1
201522F503796,2,90,0,5,0,0,0,0,0,0,3,1,6,1,54,8,-1,-1,-1,-1,2,-1
201522F503819,1,9,0,5,0,6,0,0,0,0,1,1,6,2,35,6,1389,1,11,-1,3,-1
201522F503841,1,5,0,13,0,4,1,9,0,0,1,1,6,1,57,9,748,1,10,-1,1,-1
201522F503857,1,9,0,7,9,6,0,0,0,0,1,1,6,2,65,9,1998,2,6,-1,3,-1
201522F503857,2,1,0,18,9,8,0,0,0,0,3,1,6,2,23,5,-1,-1,-1,-1,1,-1
201522F503866,1,3,0,18,0,1,1,0,0,0,1,1,6,1,29,6,125,1,3,-1,-1,-1
201522F503866,2,9,0,4,0,1,0,0,0,0,2,1,6,1,23,5,2495,2,20,-1,2,-1
201522F503901,1,19,0,18,0,0,0,0,0,0,1,1,1,1,51,8,2998,2,1,-1,1,-1
201522F503901,2,9,0,4,0,0,0,0,0,0,2,1,2,2,48,8,998,1,-1,-1,1,-1
201522F503929,1,9,0,9,0,4,0,0,0,0,3,1,1,1,48,8,-1,-1,-1,-1,3,-1
201522F503929,2,1,0,18,0,8,0,0,0,0,1,1,2,1,42,7,-1,-1,-1,-1,1,-1
201522F503948,1,9,0,18,0,4,0,0,0,0,1,1,2,1,64,9,1870,2,6,-1,3,-1
201522F503948,2,1,0,18,0,8,0,0,0,0,3,1,2,1,53,8,-1,-1,-1,-1,-1,-1
201522F503962,1,19,0,17,0,0,0,0,2,10,4,1,1,1,37,7,-1,-1,-1,-1,1,-1
201522F503963,1,9,0,9,0,6,0,0,0,0,1,1,2,1,25,5,1200,1,3,-1,1,-1
201522F503963,2,1,0,4,0,8,0,0,0,0,3,1,6,2,41,7,-1,-1,-1,-1,1,-1
201522F503998,1,9,0,5,0,6,0,0,0,0,1,1,2,1,34,6,1968,2,-1,-1,-1,-1
201522F503998,2,5,0,5,0,6,0,0,0,0,2,1,2,1,46,8,-1,-1,-1,-1,-1,-1
201522F504027,1,9,0,4,0,0,0,0,0,0,1,1,6,2,82,11,1968,2,3,-1,3,-1
201522F504027,2,9,0,4,0,0,0,0,0,0,2,1,6,2,79,11,1596,1,7,-1,2,-1
201522F504036,1,21,0,18,0,0,5,0,1,0,1,1,1,1,25,5,-1,2,10,-1,3,-1
201522F504036,2,9,0,18,0,0,0,0,0,0,1,1,6,1,30,6,-1,-1,-1,-1,-1,-1
201522F504051,1,9,0,18,0,8,0,0,0,0,1,1,6,2,44,7,1596,1,11,-1,1,-1
201522F504051,2,9,0,18,0,8,1,0,0,0,1,1,6,1,65,9,2204,2,8,-1,3,-1
201522F504051,3,9,0,7,0,5,0,0,0,0,1,1,6,2,51,8,1199,1,14,-1,1,-1
201522F504056,1,9,0,18,0,0,0,0,0,0,1,1,6,1,64,9,2401,2,11,-1,3,-1
201522F504056,2,21,0,18,0,0,1,0,0,0,1,1,1,1,60,9,4250,2,9,-1,3,-1
201522F504056,3,9,0,18,0,0,0,0,0,0,4,1,1,2,45,7,2191,2,-1,-1,3,-1
