Accident_Index,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Local_Authority_(District),Local_Authority_(Highway),1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location
2015300015294,435490,335810,-1.473622,52.918543,30,2,1,1,07/08/2015,6,16:30,323,E06000015,3,6,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01013480
2015300015295,437080,374520,-1.445523,53.266385,30,3,2,3,08/08/2015,7,18:37,322,E10000007,4,6050,6,40,3,4,6,0,0,0,1,4,1,0,0,1,1,E01019543
2015300015297,431770,331790,-1.529337,52.882639,30,3,2,1,10/08/2015,2,16:10,328,E10000007,5,173,6,60,0,-1,-1,0,0,0,1,9,1,0,0,2,2,E01019881
2015300015302,440370,353410,-1.398856,53.076400,30,2,2,1,11/08/2015,3,07:15,320,E10000007,4,6179,6,30,0,-1,-1,0,0,4,1,1,1,0,0,1,1,E01019475
2015300015313,447800,368290,-1.285744,53.209534,30,3,2,2,11/08/2015,3,18:20,321,E10000007,5,41,6,60,6,4,5,106,0,0,1,1,1,0,0,2,1,E01019504
2015300015317,424770,365930,-1.630745,53.189887,30,3,2,1,12/08/2015,4,07:50,329,E10000007,3,6,6,50,0,-1,-1,0,0,0,1,1,1,0,0,2,2,E01019630
2015300015325,443430,346230,-1.354148,53.011623,30,3,2,1,12/08/2015,4,17:00,320,E10000007,6,0,6,30,8,4,6,0,0,0,1,1,1,0,0,1,1,E01019440
2015300015326,433970,334830,-1.496329,52.909832,30,3,2,1,11/08/2015,3,08:30,323,E06000015,3,5250,6,30,8,4,6,0,0,0,1,1,1,0,0,1,1,E01013458
2015300015333,445820,343640,-1.318895,52.988144,30,3,1,1,13/08/2015,5,12:00,324,E10000007,3,6007,6,40,0,-1,-1,0,0,8,1,1,1,0,0,1,1,E01019638
2015300015334,432150,359510,-1.520941,53.131787,30,2,2,2,12/08/2015,4,10:48,329,E10000007,3,615,6,30,3,4,6,0,0,0,1,1,1,0,0,2,1,E01019627
2015300015338,445630,333480,-1.323152,52.896836,30,3,1,1,13/08/2015,5,10:22,324,E10000007,3,6005,6,30,9,4,6,0,0,0,1,9,1,0,0,1,2,E01019643
2015300015341,436050,336510,-1.465216,52.924798,30,3,2,1,11/08/2015,3,17:23,323,E06000015,3,52,3,40,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01013536
2015300015344,435420,335830,-1.474661,52.918727,30,3,1,1,12/08/2015,4,13:52,323,E06000015,5,100,6,30,0,-1,-1,0,0,1,1,1,1,0,0,1,2,E01013480
2015300015347,437420,331460,-1.445419,52.879311,30,3,2,1,13/08/2015,5,22:00,323,E06000015,3,514,6,30,8,4,6,0,0,0,7,2,2,0,0,1,1,E01013518
2015300015348,405610,394340,-1.917003,53.445798,30,3,4,2,12/08/2015,4,20:51,325,E10000007,3,57,6,50,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01019754
2015300015349,436410,373100,-1.455730,53.253668,30,1,2,1,13/08/2015,5,10:10,322,E10000007,4,6051,6,30,0,-1,-1,0,0,0,1,1,1,6,0,1,1,E01019557
2015300015350,433670,318940,-1.502424,52.767014,30,3,3,1,13/08/2015,5,12:10,328,E10000007,3,511,6,60,1,4,3,511,0,0,1,1,1,0,0,2,2,E01019843
2015300015355,438920,335810,-1.422612,52.918306,30,2,1,1,14/08/2015,6,13:02,323,E06000015,3,6005,6,50,1,4,3,6005,0,4,1,2,2,0,0,1,1,E01013512
2015300015359,436150,337760,-1.463590,52.936027,30,3,2,2,13/08/2015,5,21:14,323,E06000015,3,61,3,50,1,4,5,353,0,0,4,1,1,0,0,1,2,E01013530
2015300015362,423200,371230,-1.653858,53.237598,30,2,2,1,14/08/2015,6,17:40,329,E10000007,3,619,6,50,0,-1,-1,0,0,0,1,2,2,0,0,2,2,E01019618
2015300015364,431890,333360,-1.527400,52.896745,30,3,1,1,14/08/2015,6,18:16,323,E06000015,6,0,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,1,E01013539
2015300015365,434520,333910,-1.488249,52.901527,30,3,2,1,12/08/2015,4,13:00,323,E06000015,3,5111,1,30,1,4,5,81,0,0,1,1,1,0,0,1,1,E01013570
2015300015366,428650,321060,-1.576637,52.786360,30,2,1,1,14/08/2015,6,22:15,328,E10000007,5,344,6,30,3,4,6,0,0,0,4,1,2,0,0,1,1,E01019861
2015300015371,429960,333780,-1.556050,52.900631,30,3,1,5,03/03/2015,3,22:30,328,E10000007,3,516,7,70,5,4,3,516,0,0,4,1,1,0,0,2,1,E01019839
2015300015372,448120,366140,-1.281276,53.190180,30,3,2,1,13/08/2015,5,19:45,321,E10000007,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,2,E01019502
2015300015373,429470,356850,-1.561238,53.108032,30,3,3,1,13/08/2015,5,14:40,329,E10000007,4,5036,6,30,3,4,3,5012,0,0,1,1,1,0,0,2,1,E01019619
2015300015374,443390,371820,-1.351291,53.241639,30,3,1,1,14/08/2015,6,08:58,327,E10000007,5,40,6,60,0,-1,-1,0,0,0,1,2,2,0,0,2,1,E01019822
2015300015377,444670,371260,-1.332191,53.236500,30,3,3,1,14/08/2015,6,14:50,327,E10000007,3,632,6,40,0,-1,-1,0,0,0,1,2,2,0,0,2,1,E01019822
2015300015378,439650,352150,-1.409757,53.065128,30,2,3,3,15/08/2015,7,20:08,320,E10000007,3,38,3,70,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01019477
2015300015381,435730,333250,-1.470333,52.895515,30,3,2,3,15/08/2015,7,17:57,323,E06000015,5,167,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01013584
2015300015382,424460,319420,-1.638884,52.771823,30,3,1,1,15/08/2015,7,21:30,328,E10000007,6,0,6,60,0,-1,-1,0,0,0,6,1,1,0,0,2,1,E01019850
2015300015383,434680,349770,-1.484176,53.044080,30,3,1,1,14/08/2015,6,20:20,320,E10000007,3,6,6,50,0,-1,-1,0,0,0,1,2,2,6,0,2,1,E01019414
2015300015384,429340,358090,-1.563067,53.119185,30,2,1,1,16/08/2015,1,08:15,329,E10000007,3,6,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,2,E01019620
2015300015389,440320,378750,-1.396414,53.304169,30,2,2,1,16/08/2015,1,16:35,327,E10000007,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01019816
2015300015391,435080,332640,-1.480060,52.890075,30,3,2,1,16/08/2015,1,22:09,323,E06000015,5,86,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01013584
2015300015392,422260,367750,-1.668183,53.206357,30,3,2,3,13/08/2015,5,16:51,329,E10000007,3,6,6,40,3,4,6,0,0,0,1,2,2,0,0,2,1,E01019599
2015300015393,440940,331630,-1.393096,52.880583,30,3,2,1,17/08/2015,2,01:55,328,E10000007,4,5010,6,60,3,4,4,5010,0,0,7,1,1,0,0,2,1,E01019832
2015300015395,407950,379530,-1.882140,53.312648,30,2,2,2,16/08/2015,1,15:20,325,E10000007,3,623,6,50,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01019736
2015300015397,454770,375520,-1.180152,53.273845,30,3,2,3,15/08/2015,7,11:25,321,E10000007,3,60,6,60,3,4,6,0,0,0,1,1,1,0,0,2,1,E01019496
2015300015403,444180,348030,-1.342725,53.027741,30,3,2,3,16/08/2015,1,10:40,320,E10000007,3,610,6,50,3,4,5,358,0,0,1,1,1,0,0,1,1,E01019451
2015300015404,434270,335960,-1.491750,52.919970,30,3,2,1,02/07/2015,5,05:14,323,E06000015,3,516,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01013453
2015300015405,437750,351930,-1.438135,53.063288,30,3,1,1,16/08/2015,1,21:30,320,E10000007,4,6013,6,40,3,4,4,6016,0,0,4,1,1,0,0,2,1,E01019477
2015300015407,438150,340830,-1.433474,52.963485,30,2,1,5,17/08/2015,2,22:05,324,E10000007,5,162,6,60,0,-1,-1,0,0,0,6,1,1,0,0,2,1,E01019671
2015300015408,438520,366280,-1.424927,53.192218,30,2,2,1,17/08/2015,2,15:35,327,E10000007,5,21,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01019830
2015300015416,436660,333270,-1.456508,52.895633,30,2,2,1,17/08/2015,2,16:15,323,E06000015,3,514,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01013583
2015300015418,433040,333690,-1.510273,52.899642,30,3,4,1,18/08/2015,3,21:45,323,E06000015,6,0,6,30,0,-1,-1,0,0,0,4,1,2,0,0,1,1,E01013490
2015300015425,435360,336170,-1.475516,52.921787,30,3,1,1,18/08/2015,3,11:32,323,E06000015,5,100,6,30,0,-1,-1,0,0,0,1,1,1,0,6,1,2,E01013479
2015300015426,448840,333880,-1.275379,52.900150,30,3,3,1,18/08/2015,3,12:19,324,E10000007,3,6005,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01019647
2015300015429,434560,335110,-1.487527,52.912311,30,3,2,1,19/08/2015,4,16:18,323,E06000015,3,5250,6,30,8,4,6,0,0,0,1,2,2,0,0,1,2,E01013457
2015300015431,431720,319500,-1.531269,52.772166,30,3,2,2,19/08/2015,4,19:27,328,E10000007,3,514,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,1,E01019885
2015300015434,432730,336030,-1.514646,52.920695,30,3,1,1,18/08/2015,3,19:54,323,E06000015,3,38,3,40,1,2,3,38,0,0,1,1,1,0,0,2,1,E01013542
2015300015435,432910,337650,-1.511805,52.935246,30,2,2,1,19/08/2015,4,17:20,323,E06000015,6,0,6,50,0,-1,-1,0,0,0,1,1,2,0,0,2,1,E01013468
2015300015436,440980,365410,-1.388222,53.184215,30,2,1,3,23/07/2015,5,03:03,327,E10000007,4,6038,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01019808
2015300015439,446600,341350,-1.307606,52.967493,30,2,2,1,19/07/2015,1,18:30,324,E10000007,3,609,1,30,1,4,3,609,0,0,1,1,1,0,0,1,2,E01019690
2015300015441,408180,399630,-1.878174,53.493314,30,3,2,1,19/08/2015,4,19:49,325,E10000007,3,628,6,60,3,4,4,6105,0,0,6,2,2,0,0,2,1,E01019763
2015300015445,437110,375130,-1.445002,53.271866,30,3,2,1,20/08/2015,5,07:20,322,E10000007,6,0,6,30,3,4,6,0,0,0,1,1,2,0,2,2,1,E01019573
2015300015449,445200,366980,-1.324856,53.197986,30,3,2,1,20/08/2015,5,15:06,327,E10000007,3,617,3,60,1,4,3,617,0,0,1,1,1,0,0,2,1,E01019799
2015300015452,445270,356100,-1.325342,53.100187,30,3,2,2,20/08/2015,5,05:50,321,E10000007,3,38,3,70,0,-1,-1,0,0,0,1,9,1,0,0,2,2,E01019517
2015300015455,435090,339880,-1.479132,52.955154,30,3,2,1,20/08/2015,5,11:15,323,E06000015,3,6,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01013461
2015300015459,434130,339620,-1.493448,52.952878,30,3,3,1,20/08/2015,5,20:00,323,E06000015,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01013464
2015300015462,439960,369200,-1.403011,53.218358,30,3,2,1,21/08/2015,6,11:30,322,E10000007,4,6039,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01019545
2015300015463,437470,334180,-1.444363,52.903757,30,3,2,1,21/08/2015,6,09:06,323,E06000015,3,6,6,30,8,4,6,0,0,0,1,8,1,0,0,1,1,E01033171
2015300015465,442710,365730,-1.362293,53.186956,30,3,2,1,21/08/2015,6,17:52,327,E10000007,3,6175,1,30,1,4,4,6039,0,8,1,1,1,0,0,1,1,E01019800
2015300015468,434830,335720,-1.483447,52.917777,30,3,1,1,09/05/2015,7,04:24,323,E06000015,3,601,6,30,3,4,6,0,0,0,4,1,1,0,0,1,2,E01013456
2015300015471,435530,336150,-1.472990,52.921596,30,3,1,1,21/08/2015,6,17:00,323,E06000015,5,100,3,30,0,-1,-1,0,0,8,1,1,1,0,0,1,2,E01013479
2015300015472,435630,337540,-1.471350,52.934084,30,3,2,1,21/08/2015,6,17:45,323,E06000015,6,0,6,30,1,4,6,0,0,0,1,1,1,0,0,1,1,E01013525
2015300015478,438240,372710,-1.428349,53.250034,30,3,1,2,22/08/2015,7,19:00,322,E10000007,4,6057,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,1,E01019569
2015300015483,437420,341810,-1.444229,52.972345,30,2,1,1,22/08/2015,7,23:05,324,E10000007,6,0,6,60,0,-1,-1,0,0,0,6,1,1,0,0,2,1,E01019671
2015300015485,423870,375140,-1.643527,53.272714,30,3,2,1,23/08/2015,1,10:30,329,E10000007,4,6001,6,30,3,4,3,625,0,0,1,1,1,0,0,2,1,E01019604
2015300015486,445470,366980,-1.320814,53.197963,30,3,2,2,22/08/2015,7,14:30,327,E10000007,5,106,6,60,1,4,3,617,0,0,1,1,1,0,0,2,1,E01019799
2015300015487,434380,333940,-1.490327,52.901805,30,3,1,1,23/08/2015,1,15:55,323,E06000015,3,5111,3,40,0,-1,-1,0,0,0,1,2,2,0,0,1,1,E01013568
2015300015489,439100,371500,-1.415609,53.239095,30,2,1,1,22/08/2015,7,19:05,322,E10000007,6,0,6,60,5,4,6,0,0,0,1,2,2,0,2,1,1,E01019533
2015300015490,431380,373620,-1.531068,53.258662,30,3,2,1,23/08/2015,1,18:41,327,E10000007,4,6050,6,60,3,4,5,191,0,0,1,1,2,0,0,2,2,E01019771
2015300015492,437910,335820,-1.437631,52.918468,30,3,2,2,23/08/2015,1,16:50,323,E06000015,3,52,6,30,5,4,6,0,0,0,1,2,2,0,0,1,1,E01013509
2015300015493,437560,334140,-1.443030,52.903391,30,3,2,1,21/08/2015,6,13:10,323,E06000015,3,6,6,30,8,4,6,0,0,0,1,1,1,0,0,1,1,E01033171
2015300015496,419510,382790,-1.708437,53.341654,30,1,2,2,23/08/2015,1,08:59,325,E10000007,3,6187,6,50,8,4,6,0,0,0,1,1,1,0,0,2,1,E01019735
2015300015499,448130,336360,-1.285566,52.922506,30,3,2,1,23/08/2015,1,18:00,324,E10000007,4,5010,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01019693
2015300015502,419680,372200,-1.706537,53.246458,30,3,2,2,22/08/2015,7,14:21,329,E10000007,6,0,6,60,0,-1,-1,0,0,0,1,1,2,0,0,2,1,E01019618
2015300015507,401430,371010,-1.980034,53.236120,30,3,2,2,23/08/2015,1,19:25,325,E10000007,3,537,6,50,0,-1,-1,0,0,0,1,2,2,0,0,2,2,E01019714
2015300015508,441600,368090,-1.378596,53.208256,30,3,2,1,24/08/2015,2,17:57,327,E10000007,4,6425,6,40,5,4,3,617,0,0,1,1,1,0,0,2,1,E01019798
2015300015510,445280,364770,-1.323971,53.178115,30,3,2,4,24/08/2015,2,18:26,321,E10000007,1,1,3,70,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01019520
2015300015512,428910,377090,-1.567778,53.289992,30,2,1,1,24/08/2015,2,15:40,327,E10000007,3,621,6,50,0,-1,-1,0,0,0,1,1,1,0,0,2,2,E01019770
2015300015513,438550,371220,-1.423883,53.236619,30,3,1,1,13/08/2015,5,23:50,322,E10000007,4,6543,6,30,3,4,6,0,0,1,4,1,1,0,0,1,1,E01033387
2015300015517,434750,336320,-1.484572,52.923175,30,2,2,1,25/08/2015,3,12:51,323,E06000015,3,601,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01013479
2015300015521,434680,334400,-1.485818,52.905921,30,2,3,1,24/08/2015,2,12:47,323,E06000015,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01013565
2015300015528,438640,370600,-1.422610,53.231039,30,3,2,2,24/08/2015,2,14:30,322,E10000007,3,61,1,30,1,2,3,61,0,0,1,1,1,0,0,1,2,E01033387
2015300015529,435240,348110,-1.476005,53.029122,30,3,2,1,25/08/2015,3,19:36,320,E10000007,4,6013,6,30,3,4,6,0,0,0,1,1,2,0,0,1,1,E01019416
2015300015530,441060,368000,-1.386693,53.207489,30,3,1,1,25/08/2015,3,17:05,327,E10000007,4,6039,6,40,0,-1,-1,0,0,0,1,2,2,0,0,2,1,E01019798
2015300015531,435120,336740,-1.479024,52.926927,30,3,1,1,26/08/2015,4,06:58,323,E06000015,3,601,3,40,5,4,3,601,0,0,1,2,2,0,0,1,1,E01013523
2015300015533,435950,335380,-1.466828,52.914647,30,3,2,1,26/08/2015,4,08:20,323,E06000015,3,5194,6,30,3,2,4,6000,0,0,1,1,2,0,0,1,2,E01033167
2015300015541,435480,336180,-1.473730,52.921869,30,3,1,1,26/08/2015,4,09:56,323,E06000015,5,100,6,30,0,-1,-1,0,0,4,1,1,1,0,0,1,2,E01013479
2015300015544,429940,360200,-1.553906,53.138118,30,3,1,1,26/08/2015,4,17:01,329,E10000007,6,0,2,20,3,4,3,615,0,0,1,1,1,0,0,1,1,E01019626
2015300015546,435480,336940,-1.473647,52.928701,30,3,2,1,26/08/2015,4,18:30,323,E06000015,5,16,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01013523
2015300015547,435820,335520,-1.468746,52.915914,30,3,3,3,26/08/2015,4,20:22,323,E06000015,3,5194,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01033166
2015300015548,435960,337650,-1.466429,52.935051,30,3,2,1,24/08/2015,2,17:45,323,E06000015,5,353,6,30,8,4,6,0,0,0,1,2,2,0,0,1,1,E01013530
2015300015555,438980,365430,-1.418146,53.184545,30,2,2,1,27/08/2015,5,13:45,327,E10000007,3,61,6,50,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01019825
2015300015557,404170,398390,-1.938631,53.482215,30,3,2,1,27/08/2015,5,13:40,325,E10000007,3,628,6,60,0,-1,-1,0,0,0,1,1,2,0,0,2,1,E01019763
2015300015559,444920,361420,-1.329826,53.148035,30,3,2,1,27/08/2015,5,15:37,321,E10000007,1,1,3,70,0,-1,-1,0,0,0,1,1,1,4,0,2,1,E01019521
2015300015561,429030,329850,-1.570225,52.865354,30,3,2,2,26/08/2015,4,18:50,328,E10000007,3,50,1,40,1,4,3,38,0,0,1,1,1,0,0,2,1,E01019841
2015300015563,429610,356980,-1.559135,53.109192,30,3,3,1,27/08/2015,5,19:15,329,E10000007,3,6,6,40,3,2,3,5012,0,0,1,1,1,0,0,2,2,E01019619
2015300015567,435990,333890,-1.466398,52.901251,30,3,2,1,28/08/2015,6,11:15,323,E06000015,5,167,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01013590
2015300015570,444870,379750,-1.327999,53.312793,30,3,1,1,19/08/2015,4,11:55,327,E10000007,6,0,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,2,E01019805
2015300015572,412340,389730,-1.815856,53.404248,30,2,1,1,26/08/2015,4,09:20,325,E10000007,3,57,6,50,0,-1,-1,0,0,0,1,2,2,6,0,2,1,E01019736
2015300015575,442320,353900,-1.369686,53.080654,30,3,2,1,28/08/2015,6,16:45,320,E10000007,4,600,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01019471
2015300015576,439590,340870,-1.412032,52.963740,30,3,2,1,28/08/2015,6,18:30,324,E10000007,5,9,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,2,E01019671
2015300015577,438970,375310,-1.417091,53.273350,30,2,1,1,26/08/2015,4,21:19,322,E10000007,4,6052,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,2,E01019528
2015300015578,401160,381470,-1.984044,53.330143,30,3,2,1,28/08/2015,6,17:48,325,E10000007,3,5004,6,30,3,4,6,0,0,0,1,1,1,0,0,2,1,E01019765
2015300015579,437030,372790,-1.446473,53.250838,30,3,2,1,28/08/2015,6,19:45,322,E10000007,4,6051,6,30,1,4,6,0,0,0,1,1,1,0,0,1,1,E01019537
2015300015580,435160,334800,-1.478638,52.909486,30,3,2,1,28/08/2015,6,22:30,323,E06000015,6,0,6,30,0,-1,-1,0,0,4,4,1,1,0,0,1,1,E01013484
2015300015581,437340,326950,-1.447122,52.838776,30,3,1,2,28/08/2015,6,15:10,328,E10000007,3,514,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01019868
2015300015582,441330,332940,-1.387136,52.892329,30,3,2,1,28/08/2015,6,21:00,328,E10000007,4,5010,6,40,0,-1,-1,0,0,0,6,1,2,0,2,2,1,E01019832
2015300015584,440960,353250,-1.390070,53.074917,30,3,2,1,25/08/2015,3,20:45,320,E10000007,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01019474
2015300015586,438670,333680,-1.426583,52.899178,30,3,1,2,28/08/2015,6,16:40,323,E06000015,3,5111,3,30,3,2,6,0,0,5,1,1,1,0,0,1,1,E01013477
2015300015587,434880,348480,-1.481332,53.032471,30,3,3,4,28/08/2015,6,15:03,320,E10000007,3,6,6,50,0,-1,-1,0,0,0,1,1,1,0,2,2,1,E01019416
2015300015588,426890,338040,-1.601337,52.939086,30,3,2,1,29/08/2015,7,14:20,320,E10000007,5,2,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,2,E01019472
2015300015594,447470,376720,-1.289431,53.285333,30,3,1,2,30/08/2015,1,07:46,321,E10000007,3,619,1,40,1,4,6,0,0,0,1,1,1,0,0,2,1,E01019478
2015300015596,436160,335170,-1.463729,52.912745,30,3,2,1,25/08/2015,3,17:00,323,E06000015,3,5194,6,30,3,4,5,71,0,0,1,2,2,0,0,1,2,E01033167
2015300015599,426810,379470,-1.599079,53.311494,30,3,2,1,30/08/2015,1,12:00,329,E10000007,3,625,6,60,3,4,3,625,0,0,1,1,1,0,0,2,1,E01019614
2015300015603,437110,344690,-1.448515,52.998254,30,3,1,1,30/08/2015,1,16:10,320,E10000007,3,38,3,70,0,-1,-1,0,0,0,1,1,2,0,0,2,1,E01019447
2015300015604,425850,334820,-1.617067,52.910192,30,2,1,1,30/08/2015,1,16:54,328,E10000007,5,45,6,60,0,-1,-1,0,0,0,1,1,2,0,0,2,1,E01019866
2015300015606,438370,371400,-1.426558,53.238250,30,3,1,1,31/08/2015,2,10:05,322,E10000007,4,6543,6,30,1,4,4,6543,0,4,1,2,2,0,0,1,1,E01033387
2015300015608,438550,370290,-1.423995,53.228260,30,3,2,1,31/08/2015,2,17:02,322,E10000007,3,61,6,30,3,2,6,0,0,0,1,1,1,0,0,1,1,E01033387
2015300015611,429110,315870,-1.570276,52.739681,30,3,1,2,31/08/2015,2,07:57,328,E10000007,3,444,6,40,0,-1,-1,0,0,0,1,2,2,0,0,1,1,E01019872
2015300015612,422310,316550,-1.670946,52.746116,30,3,2,1,01/09/2015,3,07:15,328,E10000007,5,181,6,60,0,-1,-1,0,0,0,1,1,2,0,0,2,1,E01019871
2015300015615,447800,368300,-1.285742,53.209623,30,3,2,3,26/01/2015,2,15:40,321,E10000007,5,41,6,60,6,4,5,106,0,0,1,2,2,0,0,2,1,E01019504
2015300015616,436480,349170,-1.457397,53.038567,30,3,1,1,01/09/2015,3,06:45,320,E10000007,4,6013,6,40,0,-1,-1,0,0,0,1,1,2,0,0,2,1,E01019412
2015300015621,439340,372960,-1.411833,53.252201,30,3,2,1,01/09/2015,3,10:20,322,E10000007,4,6543,6,30,3,4,3,619,0,0,1,1,1,0,0,2,1,E01019534
2015300015623,440720,336400,-1.395769,52.923476,30,3,2,2,01/09/2015,3,10:50,323,E06000015,3,6096,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01013592
2015300015625,445410,367590,-1.321626,53.203451,30,3,2,2,31/08/2015,2,11:55,327,E10000007,1,1,3,70,0,-1,-1,0,0,0,1,1,1,4,0,2,1,E01019799
2015300015633,439930,349790,-1.405871,53.043894,30,2,1,1,01/09/2015,3,18:00,320,E10000007,6,0,6,30,0,-1,-1,0,0,0,1,1,2,0,0,1,1,E01019463
2015300015636,445810,355770,-1.317325,53.097175,30,3,2,1,03/08/2015,2,07:14,321,E10000007,6,0,6,30,3,4,5,232,0,0,1,1,1,0,0,1,2,E01019500
2015300015637,444860,341660,-1.333469,52.970428,30,3,1,1,01/09/2015,3,22:20,324,E10000007,3,609,6,40,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01019704
2015300015638,440330,355200,-1.399229,53.092493,30,1,1,1,31/08/2015,2,03:50,320,E10000007,3,615,6,40,0,-1,-1,0,0,0,4,2,2,0,0,2,1,E01019404
2015300015645,430350,319850,-1.551543,52.775390,30,3,2,1,02/09/2015,4,13:48,328,E10000007,4,586,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01019877
2015300015647,446350,335730,-1.312129,52.916999,30,2,2,1,03/09/2015,5,12:00,324,E10000007,4,5010,6,40,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01019656
2015300015648,435030,335500,-1.480496,52.915786,30,2,2,2,02/09/2015,4,15:06,323,E06000015,3,5250,6,30,3,4,6,0,0,0,1,2,2,0,0,1,1,E01013480
2015300015649,447350,374030,-1.291630,53.261166,30,2,2,2,03/09/2015,5,09:50,321,E10000007,4,6418,6,30,6,3,6,0,0,0,1,1,1,0,0,2,1,E01019484
2015300015651,432380,337260,-1.519729,52.931773,30,3,1,1,03/09/2015,5,16:50,323,E06000015,3,52,6,40,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01013552
2015300015652,445330,365650,-1.323098,53.186020,30,3,5,1,03/09/2015,5,18:15,321,E10000007,1,1,3,70,0,-1,-1,0,0,0,1,1,1,4,0,2,1,E01019520
2015300015654,432720,336050,-1.514793,52.920875,30,3,4,1,02/09/2015,4,17:00,323,E06000015,3,38,3,40,1,2,6,0,0,0,1,1,2,0,0,2,1,E01013558
2015300015658,437690,335920,-1.440891,52.919382,30,3,1,1,03/09/2015,5,15:20,323,E06000015,3,52,3,60,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01013509
2015300015660,435310,334340,-1.476458,52.905341,30,3,1,2,03/09/2015,5,18:30,323,E06000015,5,86,6,30,0,-1,-1,0,0,4,4,9,1,0,0,1,2,E01013484
2015300015661,435350,335500,-1.475737,52.915765,30,3,2,1,04/09/2015,6,10:10,323,E06000015,6,0,2,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01013480
2015300015671,438460,373770,-1.424924,53.259546,30,3,2,1,27/08/2015,5,15:30,322,E10000007,4,6050,1,30,2,4,6,0,0,0,1,1,1,0,0,1,1,E01019574
2015300015672,402820,376300,-1.959163,53.283666,30,2,1,1,05/09/2015,7,10:20,325,E10000007,3,5004,6,50,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01019714
2015300015677,433800,332270,-1.499122,52.886831,30,3,3,1,03/09/2015,5,17:20,323,E06000015,5,171,6,30,3,4,5,81,0,0,1,1,1,0,0,1,1,E01013495
2015300015679,433770,337310,-1.499046,52.932137,30,2,2,2,05/09/2015,7,22:40,323,E06000015,3,38,3,40,0,-1,-1,0,0,0,4,1,1,0,0,2,1,E01013468
2015300015684,439970,335310,-1.407058,52.913735,30,3,2,1,05/09/2015,7,14:40,323,E06000015,3,6005,6,30,8,4,6,0,0,0,1,1,1,0,0,1,1,E01013595
2015300015685,403820,393540,-1.943962,53.438623,30,3,3,2,05/09/2015,7,14:30,325,E10000007,6,0,9,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01019768
